INSTNM,ZIP,LATITUDE,LONGITUDE,SATVR75
Golden State College of Court Reporting,94588-3677,37.69008,-121.929971,NULL
Preferred College of Nursing-Los Angeles,90010,34.06065,-118.298411,NULL
Trinity School of Health and Allied Sciences,90248,33.85885,-118.296511,NULL
Paul Mitchell the School-Modesto,95350,37.683,-120.993441,NULL
Cosmo Beauty Academy,95821-6800,38.629674,-121.401359,NULL
Paul Mitchell the School-Fresno,93710,36.80951,-119.781631,NULL
Unitek College,94538,37.50904,-121.961761,NULL
Gurnick Academy of Medical Arts,94403,37.54763,-122.307891,NULL
Southern California University SOMA,90010,34.06051,-118.299091,NULL
Paul Mitchell the School-East Bay,94523,37.94467,-122.061021,NULL
South University–Richmond,23060,37.64676,-77.59915,NULL
South University–Virginia Beach,23452,36.833995,-76.124908,NULL
Aveda Institute-Denver,80202,39.74491,-104.993041,NULL
Paul Mitchell the School-Colorado Springs,80903,38.83288,-104.827911,NULL
The Salon Professional Academy-Colorado Springs,80918,38.894698,-104.750717,NULL
Paul Mitchell the School-Delaware,19702,39.62275,-75.680201,NULL
Future-Tech Institute,33135-4142,25.764767,-80.251482,NULL
Marchman Technical Education Center,34653,28.2692,-82.688781,NULL
Eureka Institute of Health and Beauty,33174,25.768376,-80.380727,NULL
The Salon Professional Academy-Ft Myers,33907,26.596574,-81.886899,NULL
SOLEX College,60090-3104,42.139811,-87.908789,NULL
Unity Cosmetology College,61764,40.878132,-88.636009,NULL
Universal Spa Training Academy,60515,41.79595,-87.993341,NULL
The Salon Professional Academy-Evansville,47715,37.98706,-87.484051,NULL
Tri County Regional Vocational Technical High School,2038,42.09362,-71.421481,NULL
Compass College of Cinematic Arts,49503,42.96182,-85.667021,NULL
Nova Academy of Cosmetology,55906,44.040032,-92.461653,NULL
Victory Trade School,65803,37.22925,-93.292261,NULL
Starting Points Inc,7306,40.72971,-74.06951,NULL
The Lab-Paul Mitchell Partner School,8628,40.26533,-74.802371,NULL
SAE Institute of Technology-New York,10011-4552,40.741514,-73.999016,NULL
John Paolo's Xtreme Beauty Institute-Goldwell Product Artistry,12110,42.76216,-73.752761,NULL
The Artisan College of Cosmetology,45840,41.05163,-83.617991,NULL
Sage School of Massage,97701,44.06734,-121.301191,NULL
Peloton College,75206,32.86181,-96.769001,NULL
ABC Beauty Academy,75042,32.92981,-96.684271,NULL
Salon & Spa Institute,78520,25.940918,-97.507329,NULL
American Beauty Academy,84651,40.04316,-111.733241,NULL
Summit Salon Academy,98409,47.22314,-122.472091,NULL
Academy of Cosmetology,99354-3404,46.28844,-119.276251,NULL
The Academy Waukesha,53072,43.04413,-88.258371,NULL
ITT Technical Institute-Merrillville,46410,41.464567,-87.326153,NULL
ITT Technical Institute-Tallahassee,32303,30.47757,-84.295881,NULL
ITT Technical Institute-Salem,24153,37.26594,-80.024015,NULL
ITT Technical Institute-Akron,44333,41.13436,-81.623631,NULL
ITT Technical Institute-Cedar Rapids,52404,41.94133,-91.71436,NULL
ITT Technical Institute-Corona,92883,33.819,-117.50849,NULL
ITT Technical Institute-Johnson City,37615,36.38156,-82.430041,NULL
ITT Technical Institute-DeSoto,75115,32.59176,-96.878011,NULL
ITT Technical Institute-North Charleston,29406,32.90049,-80.027451,NULL
ITT Technical Institute-Aurora,80014,39.67687,-104.826141,NULL
ITT Technical Institute-West Covina,91773,34.10264,-117.818831,NULL
ITT Technical Institute-Culver City,90230,33.98189,-118.395671,NULL
ITT Technical Institute-Dearborn,48124,42.30379,-83.261891,NULL
ITT Technical Institute-Las Vegas,89032,36.21675,-115.190451,NULL
Touro University Worldwide,90720,33.80844,-118.057661,NULL
Touro University California,94592,38.084841,-122.26555,NULL
The Chicago School of Professional Psychology at Washington DC,20005,38.90153,-77.033081,NULL
Touro University Nevada,89014,36.04329,-115.024021,NULL
National College-Willoughby Hills,44092,41.58265,-81.486554,NULL
Herzing University-Kenosha,53144,42.60368,-87.857441,NULL
Herzing University-Brookfield,53005,43.02727,-88.115591,NULL
Heald College-Modesto,95367,37.71563,-121.090901,NULL
Fortis Institute-Houston,77060,29.93744,-95.395061,NULL
Southern Careers Institute-Brownsville,78520,25.93628,-97.500281,NULL
Southern Careers Institute-Harlingen,78550,26.20403,-97.675391,NULL
Strayer University-Global Region,20005,38.90477,-77.034021,NULL
Regina's College of Beauty-Charlotte,28208,35.23618,-80.88412,NULL
Kenneth Shuler School of Cosmetology-Florence,29501,34.23884,-79.809171,NULL
Fortis College-Columbia,29210,34.01529,-81.082001,NULL
Brown Mackie College-Albuquerque,87123,35.07932,-106.52703,NULL
Brown Mackie College-St Louis,63026,38.54435,-90.43652,NULL
Avant Gard The School,46123,39.75947,-86.378231,NULL
The Beauty Institute-Schwarzkopf Professional-Bellingham,98225,48.75067,-122.476461,NULL
California University of Management and Sciences,92801,33.84201,-117.942011,NULL
Ross Medical Education Center-Davison,48423,43.037733,-83.518078,NULL
Ross Medical Education Center-Granger,46530,41.71857,-86.174251,NULL
Ross Medical Education Center-Niles,44446,41.21312,-80.752161,NULL
Ross Medical Education Center-Canton,48187,42.322085,-83.482717,NULL
Pima Medical Institute-Houston,77024,29.78303,-95.548441,NULL
Illinois Media School-Chicago Campus,60605,41.87497,-87.627981,NULL
Concorde Career College-Dallas,75243,32.91858,-96.741651,NULL
Concorde Career Institute-Orlando,32803,28.55978,-81.340391,NULL
Concorde Career College-San Antonio,78229,29.49005,-98.582281,NULL
Ecotech Institute,80012,39.69125,-104.827081,NULL
Johnson & Wales University-Online,2903,41.82013,-71.413151,NULL
Everest College-Fort Worth South,76115,32.68499,-97.322091,NULL
Everest College-Santa Ana,92701,33.74753,-117.872831,NULL
Moreno Valley College,92551,33.885822,-117.205147,NULL
Hair Design Institute at Fifth Avenue-New York,10018,40.753,-73.992411,NULL
Onondaga School of Therapeutic Massage-Rochester,14607,43.15865,-77.583691,NULL
Norco College,92860,33.91675,-117.568201,NULL
Daymar College-Louisville,40245,38.291923,-85.517695,NULL
Dorsey Business Schools-Saginaw,48603,43.471079,-83.975473,NULL
Milan Institute of Cosmetology-La Quinta,92253,33.710674,-116.289789,NULL
Milan Institute-Nampa,83651,43.600966,-116.593793,NULL
Milan Institute of Cosmetology-El Paso,79936,31.74942,-106.300611,NULL
Universal Technical Institute - Dallas Fort Worth,75063,32.93807,-97.012641,NULL
Finger Lakes School of Massage,10549,41.21741,-73.718131,NULL
Park Avenue School of Cosmetology,56470-1551,46.91961,-95.059471,NULL
Salter School of Nursing and Allied Health,3103,42.9975,-71.468411,NULL
Salter School-New Bedford,2745,41.67489,-70.941711,NULL
Harris School of Business-Upper Darby Campus,19082,39.95908,-75.258801,NULL
Brown Mackie College-San Antonio,78229,29.49426,-98.555841,NULL
Hollywood Institute of Beauty Careers,33141,25.84825,-80.15473,NULL
Cortiva Institute-New Jersey,7719,40.15056,-74.09713,NULL
Cambridge Junior College-Woodland,95695,38.67783,-121.774381,NULL
ICPR Junior College-Manati,674,18.42669,-66.46521,NULL
Ridley-Lowell Business & Technical Institute-Danbury,6810,41.39019,-73.429831,NULL
Artistic Nails and Beauty Academy-Lakeland,33801,28.05287,-81.946581,NULL
Paul Mitchell the School-Murfreesboro,37129,35.84922,-86.419151,NULL
Allied American University,92653-1337,33.62312,-117.729441,NULL
American Sentinel University,80014-6510,39.67657,-104.831151,NULL
Tribeca Flashpoint College,60602-2716,41.882844,-87.630936,NULL
Hawaii Medical College,96814-3518,21.29498,-157.847541,NULL
Carolina College of Hair Design,28805-1232,35.59383,-82.534301,NULL
Virginia College-Baton Rouge,70815-8604,30.45901,-91.095071,NULL
Remington College-Heathrow Campus,32746,28.7662,-81.361171,NULL
College of Massage Therapy,83221-1758,43.193167,-112.347397,NULL
Miller-Motte College-Jacksonville,28540-5901,34.752687,-77.41034,NULL
Miller-Motte Technical College-Augusta,30907-0921,33.49521,-82.086981,NULL
Miller-Motte Technical College-Conway,29526-9508,33.788822,-78.993461,NULL
Virginia College-Macon,31206-3180,32.81439,-83.680241,NULL
Virginia College-Spartanburg,29301-2450,34.93594,-82.005621,NULL
Aveda Institute-Portland,97209-3144,45.52559,-122.684791,NULL
Chamberlain College of Nursing-Virginia,22202,38.85232,-77.050211,NULL
Stevens-Henager College,83709-6733,43.59087,-116.278761,NULL
Summit Salon Academy-Cincinnati,45211-2660,39.14617,-84.621201,NULL
Penrose Academy,85254-4065,33.60824,-111.927391,NULL
Virginia College-Richmond,23225-5502,37.501009,-77.528469,NULL
Skin Institute,63126,38.527964,-90.363057,NULL
Northwest Institute of Literary Arts,98260-0000,48.00712,-122.460161,NULL
Body Therapy Institute,27344-6728,35.77931,-79.335181,NULL
Beauty Academy of South Florida,33016-2421,25.8629,-80.323581,NULL
Ogle School Hair Skin Nails-North Dallas,75248-1216,32.984565,-96.804044,NULL
The Salon Professional Academy-North Little Rock,72116-7310,34.797099,-92.256013,NULL
The Salon Professional Academy-St Charles,63301-1021,38.788205,-90.539643,NULL
American College for Medical Careers,32809,28.470194,-81.402904,NULL
Mildred Elley-New York Campus,10004-1010,40.70574,-74.014001,NULL
National Paralegal College,85014-1561,33.53065,-112.064151,NULL
Carolina College of Biblical Studies,28303-5157,35.05141,-78.939511,NULL
Star Career Academy-Audubon,19403-2422,40.11858,-75.417361,NULL
Allstate Hairstyling & Barber College,44113-3413,41.48406,-81.704451,NULL
Oxford Graduate School,37321-6736,35.468613,-85.054851,NULL
Jung Tao School of Classical Chinese Medicine,28679-9657,36.26276,-81.784711,NULL
New York Film Academy,91505,34.152,-118.335431,NULL
The Collective School Of Music,10011-2026,40.7379,-73.996851,NULL
International College of Cosmetology,94601-3525,37.77497,-122.220871,NULL
Bella Capelli Academy,15146-2388,40.43278,-79.781411,NULL
Institute of Medical Careers,15235-3718,40.46525,-79.824131,NULL
Toni & Guy Hairdressing Academy-Modesto,95356-0535,37.69402,-121.062891,NULL
Georgia Christian University,30360,33.92835,-84.268021,NULL
Flagler Technical Institute,32164,29.475547,-81.212332,NULL
Galaxy Medical College,91606-1593,34.187,-118.395931,NULL
American Medical Sciences Center,91204-5108,34.14705,-118.257031,NULL
Mandalyn Academy,84003-2161,40.3716,-111.780771,NULL
Jose Maria Vargas University,33026,26.008322,-80.280306,NULL
Laird Institute of Spa Therapy,03102-5263,42.96755,-71.480871,NULL
D A Dorsey Technical College,33147-6304,25.839659,-80.225644,NULL
Keweenaw Bay Ojibwa Community College,49908-0000,46.779646,-88.508833,NULL
Meridian Institute of Surgical Assisting,37218,36.18843,-86.844001,NULL
Mauna Loa Helicopters,96740-2650,19.72935,-156.041184,NULL
Acaydia School of Aesthetics,84601-0000,40.23479,-111.658171,NULL
Manhattan Institute,10001,40.749379,-73.986698,NULL
Cosmetic Arts Institute,29488-4216,32.89577,-80.639021,NULL
Holistic Massage Training Institute,21218-2407,39.33143,-76.616801,NULL
Diamonds Cosmetology College,75090-2657,33.673565,-96.606399,NULL
Tramy Beauty School,92115-6347,32.7501,-117.07075,NULL
Northern Virginia School of Therapeutic Massage,22046-4302,38.8849,-77.172081,NULL
Paul Mitchell the School-St Louis,63108-1554,38.64474,-90.262731,NULL
Advanced Training Institute,89118-1519,36.09589,-115.206821,NULL
Cosmopolitan Beauty and Tech School,22003-3204,38.832341,-77.189258,NULL
Salon 496 Barber Academy,29607-2548,34.83147,-82.371351,NULL
Shepherds Theological Seminary,27518-9316,35.74456,-78.742981,NULL
Taylor Andrews Academy of Hair Design-West Jordan,84088-6577,40.587368,-111.934083,NULL
Santa Ana Beauty Academy,92705-7820,33.76676,-117.835251,NULL
Grace College of Divinity,28314-2343,35.059,-78.961201,NULL
Cosmetology College of Franklin County,63077-1515,38.344003,-90.980902,NULL
Rochester School of Hair Design,55901-4310,44.06759,-92.504121,NULL
Aveda Institute-New Mexico,87104-1160,35.09187,-106.667721,NULL
Nashville Barber and Style Academy,37115,36.253961,-86.717925,NULL
American Trade School,63074-1807,38.72866,-90.379961,NULL
Estelle Skin Care and Spa Institute,60077-9945,42.06397,-87.746931,NULL
Paul Mitchell the School-Honolulu,96816-2433,21.28206,-157.800461,NULL
Elite Cosmetology School,92284-2860,34.1212,-116.435361,NULL
American Technical Institute,00957-0000,18.380037,-66.18609,NULL
Bergin University of Canine Studies,94928,38.35375,-122.720721,NULL
Aveda Institute-Boise,83704-4406,43.636108,-116.274285,NULL
American Health Institute,34668,28.305144,-82.702215,NULL
Pima Medical Institute-Aurora,80012-0000,39.69564,-104.831491,NULL
Real Barbers College,92805-2962,33.83367,-117.920671,NULL
Capilo School of Hair Design,04330-0000,44.317523,-69.777031,NULL
Pure Aesthetics,85716-3823,32.23573,-110.929841,NULL
Lindsey Institute of Cosmetology,42103-8036,36.94733,-86.420761,NULL
The Salon Professional Academy-Iowa City,52240-6083,41.64261,-91.503051,NULL
Buckner Barber School,75217-1775,32.738525,-96.683003,NULL
Simmons College of Kentucky,40203-3322,38.239234,-85.764517,NULL
Atelier Esthetique Institute of Esthetics,10011-7307,40.73814,-73.999581,NULL
Ashdown College of Health Sciences,92373,34.05831,-117.180651,NULL
Advanced College of Cosmetology,53963-0000,43.63283,-88.736121,NULL
North American University,77038-0000,29.937288,-95.468481,NULL
Entourage Institute of Beauty and Esthetics,66215-3803,38.958,-94.725291,NULL
United Beauty College,80223-2936,39.69726,-105.011261,NULL
Cinta Aveda Institute,94108-3204,37.7909,-122.404261,NULL
Long Island Nail & Skin Care Institute,11756-1316,40.725677,-73.498794,NULL
Mesivta Keser Torah,8701,40.09639,-74.217081,NULL
Southern California Health Institute,91601-3154,34.16536,-118.374371,NULL
Best Care Training Institute,07018-1703,40.76522,-74.220921,NULL
First Class Cosmetology School,53511-0000,42.49901,-89.036231,NULL
Millennia Atlantic University,33178-2369,25.8082,-80.352671,NULL
Abcott Institute,48075-5227,42.44639,-83.210611,NULL
The Salon Professional Academy-Kenosha,53142-4950,42.558916,-87.852842,NULL
Paul Mitchell the School-Indianapolis,46227-6252,39.639033,-86.129136,NULL
Taylor Andrews Academy-St George,84790-2139,37.10809,-113.555601,NULL
Seymour Beauty Academy,65746-8743,37.14678,-92.769771,NULL
Protege Academy,48823-8660,42.7734,-84.485081,NULL
Colorado Academy of Veterinary Technology,80906-4944,38.794422,-104.789862,NULL
Northeast Technical Institute,04074-0000,43.60867,-70.315691,NULL
Salinas Beauty College Inc,93901-2405,36.66367,-121.657671,NULL
Academy for Salon Professionals,95050-4057,37.35176,-121.963421,NULL
Elite School of Cosmetology,44857-2714,41.23366,-82.608061,NULL
Paul Mitchell the School-Las Vegas,89123-8014,36.01644,-115.117541,NULL
The Salon Professional Academy-Kokomo,46901-6248,40.476481,-86.107597,NULL
Hair Academy,36111-2201,32.33743,-86.256891,NULL
Florida Academy,33966-1155,26.608022,-81.823476,NULL
Institute for Doctoral Studies in the Visual Arts,04102-0000,43.65405,-70.272161,NULL
State Career College,60085-5129,42.371,-87.870451,NULL
Academy for Salon Professionals,91304-2305,34.22211,-118.605361,NULL
Paul Mitchell The School-Spokane,99037-5041,47.65805,-117.199441,NULL
J Renee College,60123,42.07036,-88.289481,NULL
National Personal Training Institute of Colorado,80401-3304,39.74084,-105.154421,NULL
National Personal Training Institute of Colorado,80918-5925,38.89409,-104.754661,NULL
International College of Beauty Arts & Sciences,90039-1012,34.1473,-118.272687,NULL
The Salon Professional Academy-Shorewood,60404-8789,41.540621,-88.203679,NULL
John Paul the Great Catholic University,92025,33.12085,-117.082401,630
ITT Technical Institute-Durham,27703,35.91832,-78.843491,NULL
ITT Technical Institute-Hanover,21076-1577,39.17127,-76.727461,NULL
University of Phoenix-Mississippi,39232-8205,32.334319,-90.093047,NULL
Independence University,84107,40.68428,-111.869981,NULL
National American University-Tulsa,74133-8945,36.04691,-95.905051,NULL
National American University-Centennial,80122-3157,39.56713,-104.960121,NULL
National American University-Lee's Summit,64081-1425,38.919799,-94.402699,NULL
National American University-Colorado Springs South,80915-3612,38.84748,-104.722001,NULL
Globe University-Appleton,54914-0000,44.263879,-88.482319,NULL
Salter College-Chicopee,01020-3744,42.16075,-72.527701,NULL
Chamberlain College of Nursing-Missouri,63146,38.70204,-90.436061,NULL
Chamberlain College of Nursing-Texas,77041,29.839013,-95.562002,NULL
ITT Technical Institute-Oakland,94612,37.80414,-122.273311,NULL
Continental School of Beauty Culture-Mattydale,13211-1003,43.1063,-76.148481,NULL
Everest College-Bedford Park,60629-5819,41.75753,-87.742821,NULL
Fortis College-Akron,44310-0000,41.10027,-81.477041,NULL
Carrington College-Pomona,91768-2642,34.06302,-117.803681,NULL
Regency Beauty Institute-Copperwood,77084,29.87247,-95.645292,NULL
Regency Beauty Institute-Little Rock,72205,34.730049,-92.394873,NULL
Regency Beauty Institute-Baltimore Golden Ring,21237-0000,39.33644,-76.483121,NULL
Regency Beauty Institute-El Paso,79925-0000,31.760491,-106.354844,NULL
Regency Beauty Institute-Jacksonville Regency,32225,30.322366,-81.559023,NULL
Regency Beauty Institute-Knoxville,37919,35.924458,-84.053731,NULL
Regency Beauty Institute-Fayetteville,72703,36.1264,-94.156211,NULL
Regency Beauty Institute-Lansing,48912,42.74168,-84.505191,NULL
Regency Beauty Institute-Jacksonville Orange Park,32073,30.188102,-81.739514,NULL
Regency Beauty Institute-Crystal Lake,60014,42.226173,-88.308162,NULL
Regency Beauty Institute-Manassas,20109,38.773435,-77.530871,NULL
Regency Beauty Institute-Castleton,46250-0000,39.90483,-86.065991,NULL
Regency Beauty Institute-North Nashville,37115,36.307182,-86.685045,NULL
Regency Beauty Institute-Round Rock,78681,30.48055,-97.684001,NULL
Regency Beauty Institute-Merrillville,46410,41.468369,-87.310948,NULL
Regency Beauty Institute-Roanoke,24012,37.31712,-79.956601,NULL
Regency Beauty Institute-Toledo,43528,41.617342,-83.697837,NULL
Regency Beauty Institute-SW Houston,77036,29.69022,-95.532761,NULL
Everest College-Atlanta West,30331-2620,33.68828,-84.493331,NULL
Broadview University-Boise,83642-0000,43.58943,-116.360151,NULL
Advanced Institute of Hair Design-Madison,53715-1030,43.072676,-89.399026,NULL
Paul Mitchell The School-Columbia,29201-3126,33.99799,-81.040121,NULL
Paul Mitchell The School-Charleston,29418-6993,32.8746,-80.022641,NULL
Everest College-Melrose Park,60160-1526,41.908264,-87.847178,NULL
Kenneth Shuler School of Cosmetology-Greenville,29611-7553,34.788962,-82.483168,NULL
South University-Accelerated Graduate Programs,30328-6773,33.935215,-84.353522,NULL
South University-The Art Institute of Fort Worth,76116-4183,32.73479,-97.438311,NULL
South University-Novi,48377,42.49522,-83.457501,NULL
Northwest College-Eugene,97401-1715,44.09207,-123.096891,NULL
Northwest College-Tualatin,97062-9462,45.382921,-122.762374,NULL
Harrison College-Morrisville,27560-0000,35.85968,-78.841171,NULL
Trend Setters' Academy of Beauty Culture-Louisville,40219-3805,38.13488,-85.684061,NULL
National University College-Caguas,00725-0000,18.225575,-66.038026,NULL
Beauty Schools of America,33139-6504,25.77484,-80.138561,NULL
CET-Soledad,93960-2996,36.412383,-121.316418,NULL
MarJon School of Beauty ltd-Lockport,14094-3702,43.17038,-78.688721,NULL
Houston Training Schools-Southwest,77074-2007,29.70789,-95.507201,NULL
Vanguard College of Cosmetology-Metairie,70002-4705,30.00479,-90.163241,NULL
New England Tractor Trailer Training School of Massachusetts,01845-1048,42.73019,-71.116861,NULL
Heritage College-Columbus,43213,39.98265,-82.841521,NULL
Utah College of Massage Therapy-Vegas,89123-2069,36.0411,-115.120471,NULL
Utah College of Massage Therapy-Tempe,85282-4446,33.392455,-111.961544,NULL
Utah College of Massage Therapy-Phoenix,85051-3470,33.577302,-112.126739,NULL
Utah College of Massage Therapy-Westminster,80031-2921,39.859212,-105.064843,NULL
Utah College of Massage Therapy-Aurora,80012-2523,39.703905,-104.824276,NULL
Tint School of Makeup and Cosmetology-Grand Prairie,75051-4804,32.708639,-97.000845,NULL
Dewey University-Hatillo,00659-0000,18.475864,-66.826426,NULL
Dewey University-Manati,00674-0000,18.447044,-66.465036,NULL
Baltimore School of Massage-York,17402-8046,40.083767,-76.768018,NULL
Allen School-Phoenix,85053-4064,33.62946,-112.117361,NULL
Oklahoma Technical College,74145-1122,36.09865,-95.906151,NULL
Midwest Technical Institute-Moline,61265-4421,41.48967,-90.483631,NULL
Star Career Academy-Clifton,07011-2248,40.87788,-74.14218,NULL
Unitech Training Academy-Alexandria,71301,31.32246,-92.534661,NULL
Unitech Training Academy-Lake Charles,70601-7887,30.20428,-93.193251,NULL
Aveda Institute-Los Angeles,90024-2808,34.06278,-118.446591,NULL
Buchanan Beauty College of Tullahoma,37388-3409,35.35445,-86.205781,NULL
WellSpring School of Allied Health-Lawrence,66045-3073,38.965866,-95.235151,NULL
The Art Institute of Wisconsin,53202-5837,43.03426,-87.906391,NULL
Brown Mackie College-Birmingham,35209-4701,33.46783,-86.828321,NULL
Regina's College of Beauty,30906-0000,33.44107,-82.015291,NULL
Manuel and Theresa's School of Hair Design-Victoria,77902-7076,28.799893,-96.991545,NULL
Coast Career Institute,92324-3956,34.05395,-117.307511,NULL
Tricoci University of Beauty Culture-Chicago NE,60626-5232,41.999591,-87.660688,NULL
ITT Technical Institute-Bradenton,34201,27.40094,-82.453961,NULL
ITT Technical Institute-Phoenix West,85037-4445,33.467719,-112.26423,NULL
ITT Technical Institute-Brooklyn Center,55430-4100,45.06658,-93.301171,NULL
ITT Technical Institute-Orlando,32746,28.74898,-81.366931,NULL
ITT Technical Institute-Waco,76706-0000,31.51218,-97.139031,NULL
ITT Technical Institute-Myrtle Beach,29572-0000,33.77514,-78.796061,NULL
Azusa Pacific University College,91773,34.11062,-117.827131,NULL
Minneapolis Media Institute,55435,44.86619,-93.331491,NULL
CollegeAmerica-Phoenix,85051,33.57415,-112.119891,NULL
Stevens-Henager College,83402,43.48362,-112.051671,NULL
Avalon School of Cosmetology-Phoenix,85022,33.64132,-112.068591,NULL
Avalon School of Cosmetology-Layton,84041,41.089164,-112.002812,NULL
Hair Design Institute,33435,26.514528,-80.06047,NULL
Hair Design Institute,32703,28.67506,-81.468531,NULL
All-State Career School-Allied Health Campus,19029,39.866573,-75.302404,NULL
Aveda Institute-Des Moines,50266,41.561794,-93.801571,NULL
Fortis Institute-Lawrenceville,8648,40.26096,-74.723119,NULL
Relay Graduate School of Education,10011,40.74044,-73.993381,NULL
Brown Mackie College-Oklahoma City,73132,35.55989,-97.639761,NULL
Miller-Motte Technical College-Macon,31210,32.89793,-83.687301,NULL
Miller-Motte Technical College-Gulfport,39503,30.46013,-89.102471,NULL
International Culinary Center-California,95008,37.29299,-121.961681,NULL
South University–Savannah Online,31406,31.99958,-81.105481,NULL
Fortis College-Montgomery,36117,32.387355,-86.208152,NULL
Miller-Motte Technical College-Roanoke,24018,37.229457,-79.976416,NULL
Whitworth University-Adult Degree Programs,99251,47.75309,-117.419321,NULL
American Broadcasting School-Online Program,73115,35.435286,-97.436177,NULL
Springfield College-School of Professional and Continuing Studies,1109,42.102696,-72.557049,NULL
Marian Health Careers Center-Van Nuys Campus,91411,34.17755,-118.465521,NULL
Sanford-Brown College-Brooklyn Center,55430,45.06481,-93.305691,NULL
Milan Institute-Las Vegas,89106-4031,36.16186,-115.170281,NULL
Virginia College-Savannah,31419-2371,31.98415,-81.172291,NULL
Virginia College-Columbus,31904-9001,32.52407,-84.963901,NULL
Donna's Academy of Hair Design,64089-9042,39.355841,-94.584891,NULL
New York School of Esthetics & Day Spa,10591-3232,41.07663,-73.857761,NULL
Panache Academy of Beauty,53913-2596,43.57609,-89.780141,NULL
ASI Career Institute,08012-1043,39.75546,-75.045231,NULL
Midwest Technical Institute-Ridgeland,39157-6027,32.403009,-90.177694,NULL
Christine Valmy International School of Esthetics & Cosmetology,07058-9589,40.86887,-74.358221,NULL
City College-Hollywood,33024-4045,26.0253,-80.219931,NULL
Paul Mitchell the School-Arlington,76018-6032,32.680525,-97.110215,NULL
Rocky Mountain University of Health Professions,84606,40.21123,-111.655581,NULL
MediaTech Institute-Oceanside,92054-5116,33.183,-117.370681,NULL
Christie's Education,10036-8002,40.7543,-73.981851,NULL
Prince Institute-Great Lakes,60126,41.928952,-87.962922,NULL
Palmetto Beauty School,29307-1424,34.97865,-81.871151,NULL
Paul Mitchell the School-Fort Myers,33913,26.49552,-81.792631,NULL
Paul Mitchell The School-Raleigh,27612-7358,35.88235,-78.739871,NULL
Stella and Charles Guttman Community College,10018-2602,40.75281,-73.984131,NULL
Lil Lou's Barber College,46409-2645,41.53024,-87.335761,NULL
Bryan University,65201-8248,38.91581,-92.292621,NULL
Virginia College-Tulsa,74105-5623,36.08853,-95.976961,NULL
Criswell College,75246-1537,32.79369,-96.778071,NULL
Virginia College-Knoxville,37918-2472,36.02998,-83.930681,NULL
Columbia Academy of Cosmetology,29169-5911,33.998242,-81.080395,NULL
Academy of Couture Art,90211,34.06463,-118.375621,NULL
Global Institute,00725-6485,18.227655,-66.028018,NULL
Reflections Academy of Beauty,62523-1208,39.84322,-88.956321,NULL
University of Cosmetology Arts & Sciences-La Joya,78560-4018,26.24608,-98.468021,NULL
Preferred College of Nursing-Van Nuys,91401-1442,34.18997,-118.449851,NULL
Bryant & Stratton College-Akron,44321-2798,41.12821,-81.654881,NULL
Annenberg School of Nursing,91335-5426,34.20069,-118.553931,NULL
American Medical Academy,33186-4830,25.66186,-80.393315,NULL
Chamberlain College of Nursing-Georgia,30342-1501,33.91163,-84.350431,NULL
Chamberlain College of Nursing-Indiana,46240,39.91799,-86.110281,NULL
Carrington College-Mesquite,75150-6509,32.8157,-96.626071,NULL
Sessions College for Professional Design,85281,33.42665,-111.940801,NULL
Virginia College-Shreveport Bossier City,71111,32.52577,-93.706411,NULL
Tulsa Welding School-Jacksonville,32216-3634,30.31377,-81.560631,NULL
Regency Beauty Institute-Hoover,35244,33.378296,-86.80407,NULL
Regency Beauty Institute-San Antonio,78216,29.521749,-98.497261,NULL
Regency Beauty Institute-Carrollwood,33618,28.07787,-82.508111,NULL
Regency Beauty Institute-Clearwater,33763,28.008245,-82.730394,NULL
Regency Beauty Institute-Newport News,23609,37.11441,-76.504171,NULL
Regency Beauty Institute-Lewisville,75067,33.00733,-96.977421,NULL
Regency Beauty Institute-Dallas,75244,32.93001,-96.824091,NULL
Regency Beauty Institute-Plano,75075,33.015899,-96.708904,NULL
Empire Beauty School-Virginia Beach,23462-6779,36.83841,-76.135631,NULL
Ross Medical Education Center-Morgantown,26505-1875,39.652473,-79.94289,NULL
Paul Mitchell the School-Ogden,84401,41.2258,-111.974661,NULL
Everest Institute-Bensalem,19020-2062,40.11428,-74.958991,NULL
Golf Academy of America-Farmers Branch,75234-8906,32.92271,-96.917171,NULL
Utah College of Massage Therapy-Dallas,75801-4848,32.938489,-96.740759,NULL
Miami Ad School-New York,11106,40.75502,-73.924961,NULL
Dade Medical College-West Palm Beach,33415,26.63903,-80.114371,NULL
Dade Medical College-Jacksonville,32225,30.3257,-81.550041,NULL
WestMed College,95128-0000,37.31738,-121.947591,NULL
Larry's Barber College,60628-2322,41.70362,-87.643061,NULL
Futura Career Institute,33012-3325,25.863363,-80.306765,NULL
Access Careers,11201-5826,40.68946,-73.984111,NULL
Flair Beauty College,91351-3381,34.415668,-118.465941,NULL
Eternity Cosmetology School,33415-5719,26.65082,-80.116201,NULL
Tri-State Institute of Hair Design,40744,37.10299,-84.066427,NULL
Vogue College of Cosmetology-San Antonio Fredericksburg,78201-5035,29.46225,-98.523381,NULL
Vogue College of Cosmetology,78238-4402,29.466311,-98.602906,NULL
Tomorrow's Image Barber Academy of Virginia,23602-5532,37.1182,-76.525081,NULL
Excel Learning Center,79936,31.751702,-106.301942,NULL
College of International Esthetics Inc,80002-3754,39.79046,-105.075931,NULL
Medical Allied Career Center,90670-4710,33.9177,-118.062731,NULL
